Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1677003255.0,0.0,0.0,23.1,22.8599996,76.0,77.2,487.0,438.8,10942.0,1.5,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
1677003555.0,0.0,0.0,22.8,22.68333325,75.25,76.25,487.0,444.5,10942.0,1.1666666666666667,0.8333333333333334,0.8333333333333334,1.0,100.0,1.0,0.0,1.0,1.0
1677003855.0,0.0,0.0,22.7,22.46666666666667,75.0,76.83333333333333,487.0,450.5833333333333,10942.0,0.0,0.9166666666666666,0.9166666666666666,1.0,100.0,1.0,0.0,1.0,1.0
1677004156.0,0.0,0.0,22.49,22.3400001,76.4,77.1,487.0,455.6,10942.0,2.8,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
1677004456.0,0.0,0.0,22.4,22.0937503125,77.0,78.8125,487.0,461.125,10942.0,1.25,0.6875,0.875,1.0,100.0,1.0,0.0,1.0,1.0
1677004756.0,0.0,0.0,22.19,21.9599999,77.7,78.6,487.0,465.9,10942.0,3.3,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
1677005056.0,0.0,0.0,22.1,21.8599996,78.0,79.3,487.0,470.8,10942.0,1.4,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
1677005356.0,0.0,0.0,21.875,21.74166625,78.0,78.75,487.0,475.75,10942.0,1.5833333333333333,0.9166666666666666,0.8333333333333334,1.0,100.0,1.0,0.0,1.0,1.0
1677005656.0,0.0,0.0,21.8,21.463636363636365,78.0,79.72727272727273,487.0,481.0,10942.0,1.6363636363636365,0.9090909090909092,0.9090909090909092,1.0,100.0,1.0,0.0,1.0,1.0
1677005956.0,0.0,0.0,21.728571428571428,21.457142857142856,78.71428571428571,80.0,487.0,486.04761904761904,10942.0,2.952380952380953,1.0,1.0,1.0,100.0,0.9523809523809524,0.3333333333333333,0.9523809523809524,1.0
1677006257.0,0.0,0.0,21.7,21.46875,79.0,80.3125,487.0,485.5,10942.0,0.0,1.0,1.0,1.0,100.0,0.75,0.5625,0.75,1.0
1677006557.0,0.0,0.0,21.86,21.52666693333333,82.2,83.6,487.0,486.6,10942.0,4.466666666666667,1.0,1.0,1.0,100.0,0.8666666666666667,0.5333333333333333,0.8666666666666667,1.0
1677006857.0,0.0,0.0,21.9,21.56666694444445,83.0,84.5,487.0,486.22222222222223,10942.0,6.055555555555555,1.0,1.0,1.0,100.0,0.8888888888888888,0.6111111111111112,0.8888888888888888,1.0
1677007157.0,0.0,0.0,21.83529411764706,21.46470582352941,84.29411764705883,85.0,487.0,487.2352941176471,10942.0,13.823529411764708,1.0,1.0,1.0,100.0,0.5294117647058824,0.8823529411764706,0.5294117647058824,1.0
1677007457.0,0.0,0.0,21.800000000000004,21.53076923076923,85.0,86.0,487.0,484.0,10942.0,7.3076923076923075,0.9230769230769232,0.9230769230769232,1.0,100.0,1.0,0.1538461538461538,1.0,1.0
1677007757.0,0.0,0.0,22.02105263157895,21.70526310526316,85.78947368421052,87.15789473684211,487.0,486.7894736842105,10942.0,5.052631578947368,1.0,1.0,1.0,100.0,0.631578947368421,0.7894736842105263,0.631578947368421,1.0
